ticket_id,created_at,category,priority,team,sla_min,resolution_min,rollback,sla_breached
T-00391,2026-09-04 16:12:00,service_request,P2,identity,1440,101,0,0
T-00392,2026-09-02 16:31:00,service_request,P4,frontend,480,1261,0,1
T-00393,2026-08-28 11:29:00,incident,P3,payments,480,241,0,0
T-00394,2026-09-08 01:33:00,service_request,P2,data,1440,42,0,0
T-00395,2026-08-18 15:20:00,service_request,P2,payments,480,61,0,0
T-00396,2026-09-11 09:37:00,incident,P4,platform,480,18987,0,1
T-00397,2026-08-25 18:19:00,service_request,P3,,120,406,0,1
T-00398,2026-08-16 22:12:00,service_request,P3,data,1440,417,0,0
T-00399,2026-08-27 13:45:00,change,P3,data,1440,407,0,0
T-00400,2026-09-08 10:47:00,incident,P3,platform,120,355,0,1
T-00401,2026-08-27 14:35:00,incident,P3,data,120,328,0,1
T-00402,2026-08-25 11:23:00,change,P2,frontend,480,90,0,0
T-00403,2026-08-07 12:05:00,service_request,P2,identity,480,211,0,0
T-00404,2026-08-09 14:59:00,service_request,,identity,480,356,0,0
T-00405,2026-08-30 12:14:00,change,P4,frontend,480,1219,0,1
T-00406,2026-08-02 14:31:00,incident,P3,identity,30,436,0,1
T-00407,2026-09-04 15:00:00,problem,P2,platform,1440,28,0,0
T-00408,2026-08-07 17:50:00,incident,P3,data,1440,349,0,0
T-00409,2026-09-13 14:59:00,problem,P2,identity,1440,175,0,0
T-00410,2026-08-27 09:14:00,service_request,P2,data,480,148,0,0
T-00411,2026-08-17 09:15:00,incident,P3,payments,30,362,0,1
T-00412,2026-08-14 14:49:00,problem,P4,payments,480,1241,0,1
T-00413,2026-08-17 07:47:00,incident,P2,data,120,62,0,0
T-00414,2026-08-30 14:47:00,service_request,P4,platform,30,1242,0,1
T-00415,2026-08-17 10:17:00,change,P3,payments,480,281,0,0
T-00416,2026-09-09 20:50:00,service_request,P4,identity,1440,1226,0,0
T-00417,2026-09-03 12:19:00,incident,P2,platform,480,109,0,0
T-00418,2026-08-20 16:14:00,service_request,P2,payments,480,105,0,0
T-00419,2026-08-22 10:31:00,service_request,P1,identity,480,-24,0,0
T-00420,2026-08-18 17:14:00,incident,P1,frontend,30,1,0,0
T-00421,2026-09-08 09:10:00,change,P3,identity,480,373,0,0
T-00422,2026-08-21 10:20:00,problem,P3,data,1440,402,0,0
T-00423,2026-09-08 09:21:00,incident,P3,platform,120,370,0,1
T-00424,2026-08-22 12:14:00,incident,P3,frontend,120,325,0,1
T-00425,2026-08-10 12:37:00,change,P2,identity,1440,86,0,0
T-00426,2026-08-03 20:11:00,service_request,P3,frontend,30,320,0,1
T-00427,2026-08-03 08:19:00,incident,P2,platform,120,104,0,0
T-00428,2026-09-07 11:03:00,change,P1,frontend,120,63,1,0
T-00429,2026-09-13 07:25:00,change,P1,frontend,1440,31,0,0
T-00430,2026-08-19 18:55:00,change,P3,identity,480,259,1,0
T-00431,2026-09-02 09:44:00,incident,P3,,120,377,0,1
T-00432,2026-09-04 15:28:00,service_request,P1,identity,1440,-73,0,0
T-00433,2026-09-07 18:21:00,service_request,P3,frontend,480,290,0,0
T-00434,2026-08-04 07:10:00,change,P2,frontend,480,99,0,0
T-00435,2026-09-08 10:00:00,incident,P4,payments,1440,1188,0,0
T-00436,2026-08-28 17:42:00,incident,P3,platform,480,416,0,0
T-00437,2026-09-12 10:18:00,incident,P3,frontend,120,470,0,1
T-00438,2026-08-27 09:15:00,incident,P1,identity,120,37,0,0
T-00439,2026-08-07 09:02:00,incident,P3,identity,30,417,0,1
T-00440,2026-08-17 10:45:00,change,,payments,30,1285,0,1
T-00441,2026-08-10 07:32:00,change,P1,data,120,-5,0,0
T-00442,2026-09-04 10:14:00,incident,P4,identity,120,1151,0,1
T-00443,2026-08-11 12:47:00,change,P1,identity,480,5,0,0
T-00444,2026-08-13 13:37:00,problem,P3,payments,30,429,0,1
T-00445,2026-09-02 20:33:00,service_request,P4,platform,1440,1223,0,0
T-00446,2026-08-28 12:41:00,service_request,P4,platform,480,1236,0,1
T-00447,2026-09-11 15:59:00,change,P2,frontend,1440,46,0,0
T-00448,2026-08-28 11:19:00,incident,P3,identity,480,409,0,0
T-00449,2026-08-01 09:54:00,incident,P2,identity,120,87,0,0
T-00450,2026-08-28 13:50:00,incident,P2,platform,1440,127,0,0
T-00451,2026-08-11 18:04:00,incident,P4,platform,120,1102,0,1
T-00452,2026-08-27 10:14:00,incident,P4,data,480,1239,0,1
T-00453,2026-09-02 16:41:00,incident,P2,payments,120,104,0,0
T-00454,2026-08-22 17:49:00,incident,P3,payments,480,391,0,0
T-00455,2026-09-07 15:22:00,change,P4,payments,120,1242,0,1
T-00456,2026-09-06 17:21:00,service_request,P4,platform,480,1276,0,1
T-00457,2026-08-11 15:50:00,problem,P3,identity,1440,374,0,0
T-00458,2026-08-26 11:55:00,change,P1,identity,120,82,1,0
T-00459,2026-09-07 13:46:00,incident,P3,payments,480,389,0,0
T-00460,2026-08-31 12:17:00,incident,P1,platform,30,32,0,1
T-00461,2026-08-21 14:25:00,incident,P3,payments,120,323,0,1
T-00462,2026-08-12 10:43:00,service_request,,platform,1440,-4,0,0
T-00463,2026-08-20 12:08:00,change,P4,data,480,1157,0,1
T-00464,2026-08-13 12:44:00,problem,P3,payments,120,290,0,1
T-00465,2026-08-22 12:48:00,incident,P2,identity,1440,70,0,0
T-00466,2026-08-24 15:54:00,change,P3,platform,480,392,0,0
T-00467,2026-08-07 12:39:00,service_request,P3,identity,30,440,0,1
T-00468,2026-08-26 15:29:00,service_request,P3,platform,120,267,0,1
T-00469,2026-08-21 09:36:00,service_request,P3,platform,480,369,0,0
T-00470,2026-08-20 12:36:00,change,P4,data,480,1194,0,1
T-00471,2026-08-10 11:11:00,service_request,P3,frontend,120,320,0,1
T-00472,2026-08-27 12:51:00,service_request,P2,,120,75,0,0
T-00473,2026-09-10 17:58:00,problem,P3,platform,30,460,0,1
T-00474,2026-08-16 12:36:00,incident,P3,payments,30,340,0,1
T-00475,2026-08-30 16:46:00,incident,P3,identity,1440,359,0,0
T-00476,2026-09-11 16:01:00,incident,P2,data,480,133,0,0
T-00477,2026-09-10 16:12:00,incident,P4,payments,30,-10,0,0
T-00478,2026-09-08 13:43:00,change,P3,frontend,30,385,0,1
T-00479,2026-08-10 15:10:00,service_request,P3,data,1440,269,0,0
T-00480,2026-08-22 15:06:00,service_request,P2,identity,120,42,0,0
T-00481,2026-09-08 11:58:00,problem,P3,payments,120,343,0,1
T-00482,2026-09-07 14:07:00,change,P4,identity,120,1131,0,1
T-00483,2026-08-21 15:17:00,service_request,P2,identity,120,170,0,1
T-00484,2026-08-18 17:10:00,incident,P3,payments,120,387,0,1
T-00485,2026-09-01 15:59:00,change,P2,identity,480,106,0,0
T-00486,2026-08-25 17:26:00,incident,P3,frontend,1440,265,0,0
T-00487,2026-09-09 17:29:00,incident,P2,data,1440,209,0,0
T-00488,2026-08-31 09:12:00,change,P1,identity,480,-63,1,0
T-00489,2026-08-07 15:01:00,incident,P2,platform,1440,164,0,0
T-00490,2026-08-01 15:10:00,incident,P2,frontend,1440,93,0,0
T-00491,2026-08-05 16:25:00,problem,P4,identity,480,1213,0,1
T-00492,2026-08-28 11:22:00,change,P3,payments,120,303,0,1
T-00493,2026-09-03 10:22:00,incident,P4,payments,1440,1086,0,0
T-00494,2026-09-02 11:54:00,change,P4,payments,120,1193,1,1
T-00495,2026-09-10 09:47:00,incident,P1,frontend,120,15,0,0
T-00496,2026-09-08 16:33:00,incident,P3,payments,480,409,0,0
T-00497,2026-09-14 11:46:00,change,P2,frontend,120,80,0,0
T-00498,2026-08-14 14:57:00,problem,P1,frontend,1440,-12,0,0
T-00499,2026-08-28 16:11:00,change,P4,platform,30,13847,0,1
T-00500,2026-09-14 14:28:00,change,P4,payments,480,1166,0,1
T-00501,2026-08-03 15:57:00,incident,P1,identity,120,128,0,1
T-00502,2026-08-27 10:24:00,change,P4,payments,1440,1173,0,0
T-00503,2026-08-15 11:16:00,problem,P4,platform,480,1131,0,1
T-00504,2026-08-25 17:57:00,incident,P3,payments,1440,487,0,0
T-00505,2026-08-21 11:33:00,incident,P3,data,1440,323,0,0
T-00506,2026-08-18 09:27:00,incident,P3,data,480,373,0,0
T-00507,2026-08-31 20:15:00,change,P3,platform,120,380,0,1
T-00508,2026-09-07 09:34:00,service_request,P3,identity,120,398,0,1
T-00509,2026-08-18 11:43:00,incident,P4,platform,1440,1312,0,0
T-00510,2026-08-22 16:53:00,incident,P4,data,120,1090,0,1
T-00511,2026-09-01 07:40:00,incident,P1,data,1440,40,0,0
T-00512,2026-08-07 14:45:00,incident,P4,identity,30,1247,0,1
T-00513,2026-08-12 09:41:00,incident,P2,identity,120,42,0,0
T-00514,2026-08-13 08:03:00,incident,P2,platform,120,82,0,0
T-00515,2026-09-02 09:57:00,service_request,P4,frontend,120,1181,0,1
T-00516,2026-08-15 13:38:00,change,P2,platform,120,126,0,1
T-00517,2026-08-14 15:12:00,incident,P3,payments,480,336,0,0
T-00518,2026-08-03 11:10:00,service_request,P3,platform,480,370,0,0
T-00519,2026-09-01 16:02:00,service_request,P2,data,480,0,0,0
T-00520,2026-09-11 15:02:00,service_request,P4,platform,120,1176,0,1
T-00521,2026-08-04 14:58:00,change,P4,data,480,1132,0,1
T-00522,2026-08-13 19:44:00,incident,P3,identity,120,285,0,1
T-00523,2026-08-18 23:27:00,problem,P3,payments,480,361,0,0
T-00524,2026-08-05 08:47:00,problem,P2,identity,480,122,0,0
T-00525,2026-08-17 16:50:00,service_request,P4,identity,1440,1160,0,0
T-00526,2026-09-12 11:23:00,incident,P2,platform,120,185,0,1
T-00527,2026-08-02 12:16:00,service_request,P4,platform,480,1165,0,1
T-00528,2026-08-06 10:41:00,problem,P2,frontend,480,131,0,0
T-00529,2026-08-19 11:23:00,service_request,P3,platform,1440,408,0,0
T-00530,2026-08-25 09:05:00,problem,P3,frontend,1440,377,0,0
T-00531,2026-08-17 10:20:00,incident,P4,payments,1440,1238,0,0
T-00532,2026-08-29 09:05:00,incident,P3,payments,1440,326,0,0
T-00533,2026-08-16 17:43:00,incident,P2,platform,1440,141,0,0
T-00534,2026-08-28 15:24:00,service_request,P3,identity,30,330,0,1
T-00535,2026-08-06 16:04:00,incident,P2,identity,120,138,0,1
T-00536,2026-08-25 09:43:00,service_request,P1,identity,30,697,0,1
T-00537,2026-08-22 16:16:00,incident,P2,data,1440,131,0,0
T-00538,2026-08-23 11:34:00,problem,,payments,30,149,0,1
T-00539,2026-09-14 23:27:00,service_request,P2,platform,1440,137,0,0
T-00540,2026-08-12 19:22:00,service_request,P3,platform,480,406,0,0
T-00541,2026-08-18 11:40:00,service_request,P3,frontend,480,318,0,0
T-00542,2026-08-03 09:29:00,incident,,identity,1440,391,0,0
T-00543,2026-08-07 16:10:00,incident,P3,platform,120,390,0,1
T-00544,2026-08-02 22:00:00,incident,P2,identity,120,28,0,0
T-00545,2026-08-03 10:50:00,incident,P2,,480,69,0,0
T-00546,2026-08-19 15:59:00,change,P3,,480,371,0,0
T-00547,2026-09-11 12:54:00,incident,P4,identity,1440,1153,0,0
T-00548,2026-08-13 10:07:00,service_request,P4,identity,480,1170,0,1
T-00549,2026-08-24 08:39:00,change,P2,frontend,30,122,0,1
T-00550,2026-09-09 12:24:00,service_request,P3,platform,120,395,0,1
T-00551,2026-09-11 09:37:00,incident,P3,platform,480,364,0,0
T-00552,2026-09-11 16:56:00,change,P2,identity,120,107,0,0
T-00553,2026-08-02 17:02:00,change,P2,data,1440,73,0,0
T-00554,2026-09-14 12:12:00,service_request,P2,data,480,157,0,0
T-00555,2026-08-31 12:01:00,incident,P2,payments,480,133,0,0
T-00556,2026-08-12 20:40:00,incident,P2,payments,1440,143,0,0
T-00557,2026-08-28 15:49:00,incident,P2,identity,120,52,0,0
T-00558,2026-08-26 14:41:00,incident,P3,data,120,344,0,1
T-00559,2026-09-03 12:16:00,incident,P2,platform,30,175,0,1
T-00560,2026-08-24 17:36:00,incident,P2,data,1440,181,0,0
T-00561,2026-09-07 11:20:00,change,P4,payments,120,1303,0,1
T-00562,2026-09-04 16:51:00,incident,P3,frontend,480,258,0,0
T-00563,2026-08-30 15:22:00,service_request,P4,payments,480,17869,0,1
T-00564,2026-08-11 15:51:00,incident,P2,platform,480,161,0,0
T-00565,2026-08-28 17:25:00,problem,P2,payments,1440,84,0,0
T-00566,2026-08-03 19:18:00,service_request,P3,data,1440,332,0,0
T-00567,2026-08-20 10:38:00,service_request,P3,platform,1440,399,0,0
T-00568,2026-08-12 17:46:00,incident,P2,payments,480,-42,0,0
T-00569,2026-09-14 02:17:00,service_request,P3,platform,30,288,0,1
T-00570,2026-08-17 14:58:00,change,P3,payments,480,323,1,0
T-00571,2026-08-26 15:52:00,incident,P3,data,480,365,0,0
T-00572,2026-08-14 11:02:00,change,P4,platform,1440,18688,0,1
T-00573,2026-09-07 21:36:00,incident,P4,payments,120,1196,0,1
T-00574,2026-08-04 17:10:00,incident,P2,identity,120,130,0,1
T-00575,2026-08-14 11:46:00,change,P4,frontend,120,1157,0,1
T-00576,2026-09-12 15:56:00,service_request,P2,payments,30,35,0,1
T-00577,2026-09-03 17:46:00,problem,P2,data,30,70,0,1
T-00578,2026-09-05 09:47:00,service_request,P1,payments,480,-46,0,0
T-00579,2026-08-24 09:07:00,service_request,P3,identity,480,324,0,0
T-00580,2026-09-07 10:21:00,incident,P2,frontend,120,177,0,1
T-00581,2026-08-19 15:39:00,incident,P2,payments,480,105,0,0
T-00582,2026-09-13 23:52:00,incident,,platform,1440,92,0,0
T-00583,2026-09-09 11:23:00,service_request,P2,frontend,120,115,0,0
T-00584,2026-08-20 12:24:00,incident,P3,frontend,120,385,0,1
T-00585,2026-08-06 03:17:00,change,P3,frontend,30,296,0,1
T-00586,2026-08-27 11:24:00,incident,P3,identity,480,330,0,0
T-00587,2026-08-22 15:06:00,change,P1,payments,1440,0,0,0
T-00588,2026-08-16 10:14:00,change,P3,frontend,480,312,0,0
T-00589,2026-08-05 17:28:00,incident,P4,identity,1440,1125,0,0
T-00590,2026-09-11 17:43:00,incident,P4,data,120,1169,0,1
T-00591,2026-08-02 10:16:00,incident,P4,identity,120,1194,0,1
T-00592,2026-09-04 11:07:00,incident,P3,data,120,319,0,1
T-00593,2026-08-17 11:26:00,incident,P4,frontend,120,1286,0,1
T-00594,2026-09-10 16:32:00,service_request,P2,data,480,85,0,0
T-00595,2026-09-10 15:27:00,service_request,P3,,1440,311,0,0
T-00596,2026-08-30 15:54:00,incident,,platform,120,292,0,1
T-00597,2026-08-06 11:08:00,change,P2,identity,30,137,0,1
T-00598,2026-08-12 09:28:00,incident,P4,data,1440,1216,0,0
T-00599,2026-08-14 23:17:00,change,P4,payments,120,1163,0,1
T-00600,2026-08-09 08:35:00,problem,P4,frontend,1440,1226,0,0
T-00601,2026-08-11 01:48:00,incident,P4,data,120,1174,0,1
T-00602,2026-08-27 15:40:00,incident,P2,payments,120,183,0,1
T-00603,2026-08-10 01:44:00,incident,P3,identity,120,398,0,1
T-00604,2026-09-10 14:38:00,incident,P3,data,480,396,0,0
T-00605,2026-08-14 09:48:00,incident,P3,frontend,1440,304,0,0
T-00606,2026-08-08 09:33:00,incident,P1,data,480,19,0,0
T-00607,2026-08-13 03:47:00,service_request,,payments,120,334,0,1
T-00608,2026-08-27 11:33:00,incident,P4,payments,480,1167,0,1
T-00609,2026-09-09 16:16:00,service_request,P3,payments,1440,365,0,0
T-00610,2026-09-01 11:38:00,incident,P3,platform,1440,336,0,0
T-00611,2026-08-11 15:33:00,incident,P4,frontend,1440,1162,0,0
T-00612,2026-08-26 10:44:00,incident,P2,data,480,88,0,0
T-00613,2026-09-05 10:48:00,service_request,P3,platform,120,424,0,1
T-00614,2026-09-09 15:00:00,service_request,P4,identity,120,1278,0,1
T-00615,2026-08-26 15:23:00,incident,P4,identity,1440,1192,0,0
T-00616,2026-08-21 09:32:00,incident,P4,frontend,480,1206,0,1
T-00617,2026-08-04 14:51:00,change,P3,data,480,356,0,0
T-00618,2026-08-02 17:03:00,incident,P3,data,480,371,0,0
T-00619,2026-09-08 11:53:00,service_request,P4,data,120,1230,0,1
T-00620,2026-08-25 15:42:00,change,P3,identity,30,306,0,1
T-00621,2026-08-24 11:47:00,incident,P3,data,1440,315,0,0
T-00622,2026-08-08 07:27:00,incident,P4,frontend,1440,1256,0,0
T-00623,2026-08-06 11:21:00,incident,P3,identity,120,330,0,1
T-00624,2026-08-28 19:30:00,problem,P3,frontend,1440,358,0,0
T-00625,2026-09-13 15:56:00,problem,P3,identity,480,392,0,0
T-00626,2026-09-01 11:23:00,incident,P3,platform,480,231,0,0
T-00627,2026-09-04 12:50:00,change,P3,data,1440,390,0,0
T-00628,2026-08-08 10:49:00,incident,P2,frontend,480,155,0,0
T-00629,2026-09-11 15:53:00,service_request,P2,identity,120,59,0,0
T-00630,2026-09-02 12:54:00,service_request,P3,identity,480,342,0,0
T-00631,2026-08-10 21:09:00,incident,P4,platform,120,1172,0,1
T-00632,2026-08-06 17:58:00,incident,P4,platform,120,1233,0,1
T-00633,2026-08-17 12:28:00,change,P2,data,480,151,0,0
T-00634,2026-09-08 16:01:00,incident,P2,platform,480,139,0,0
T-00635,2026-09-01 16:54:00,change,P3,payments,480,334,0,0
T-00636,2026-08-12 15:09:00,incident,P2,data,480,118,0,0
T-00637,2026-08-28 19:14:00,service_request,P2,identity,120,6,0,0
T-00638,2026-08-27 17:43:00,change,P1,payments,480,-88,0,0
T-00639,2026-08-21 09:37:00,incident,P1,frontend,480,107,0,0
T-00640,2026-08-25 11:11:00,incident,P4,data,1440,1188,0,0
T-00641,2026-08-16 09:00:00,change,P3,data,480,292,0,0
T-00642,2026-08-31 22:39:00,service_request,P2,identity,1440,75,0,0
T-00643,2026-08-13 11:51:00,incident,P3,frontend,30,346,0,1
T-00644,2026-08-15 14:47:00,service_request,P3,payments,120,395,0,1
T-00645,2026-09-13 17:20:00,incident,P3,identity,1440,370,0,0
T-00646,2026-08-20 11:53:00,problem,P4,payments,1440,1156,0,0
T-00647,2026-08-25 17:43:00,incident,P3,platform,1440,296,0,0
T-00648,2026-08-25 11:50:00,problem,P1,,480,75,0,0
T-00649,2026-08-03 17:18:00,service_request,P3,payments,480,327,0,0
T-00650,2026-08-16 09:18:00,incident,P3,identity,120,476,0,1
T-00651,2026-09-08 12:09:00,incident,P3,data,480,361,0,0
T-00652,2026-09-10 07:40:00,change,P2,identity,480,147,0,0
T-00653,2026-08-12 10:04:00,change,P3,identity,480,442,0,0
T-00654,2026-09-09 08:16:00,incident,P4,platform,120,1273,0,1
T-00655,2026-09-10 14:39:00,incident,P4,data,480,1208,0,1
T-00656,2026-08-02 17:41:00,incident,P3,data,480,362,0,0
T-00657,2026-08-22 16:55:00,service_request,P3,identity,30,3970,0,1
T-00658,2026-08-30 08:14:00,change,P1,identity,120,-10,0,0
T-00659,2026-09-01 09:20:00,change,P3,payments,30,349,0,1
T-00660,2026-08-17 11:48:00,incident,P3,platform,480,412,0,0
T-00661,2026-09-14 14:25:00,change,P4,data,480,1216,0,1
T-00662,2026-08-17 12:43:00,service_request,P1,platform,1440,79,0,0
T-00663,2026-08-28 09:33:00,service_request,P3,frontend,1440,440,0,0
T-00664,2026-09-07 12:32:00,change,P4,frontend,120,1201,0,1
T-00665,2026-08-18 08:29:00,incident,P2,frontend,480,45,0,0
T-00666,2026-09-04 11:34:00,problem,P4,identity,1440,1269,0,0
T-00667,2026-09-11 11:11:00,change,P2,platform,1440,-28,0,0
T-00668,2026-08-09 13:40:00,problem,P2,platform,1440,28,0,0
T-00669,2026-08-07 09:39:00,incident,P2,payments,120,122,0,1
T-00670,2026-09-04 18:52:00,service_request,P2,platform,1440,25,0,0
T-00671,2026-08-07 15:44:00,incident,P2,frontend,480,146,0,0
T-00672,2026-08-14 12:37:00,service_request,P3,data,480,330,0,0
T-00673,2026-09-04 09:00:00,service_request,P4,payments,30,1224,0,1
T-00674,2026-08-13 15:05:00,service_request,P4,platform,120,1230,0,1
T-00675,2026-09-03 11:27:00,incident,P4,identity,1440,1159,0,0
T-00676,2026-08-02 17:40:00,incident,P4,frontend,1440,1224,0,0
T-00677,2026-09-07 10:59:00,incident,P4,identity,120,1206,0,1
T-00678,2026-09-09 15:39:00,problem,P3,payments,480,355,0,0
T-00679,2026-08-21 10:36:00,change,P3,data,120,308,0,1
T-00680,2026-08-03 12:09:00,incident,P2,frontend,120,168,0,1
T-00681,2026-08-26 07:14:00,problem,P3,payments,120,428,0,1
T-00682,2026-08-26 11:33:00,incident,P3,,120,3159,0,1
T-00683,2026-08-13 07:39:00,service_request,P3,identity,120,274,0,1
T-00684,2026-09-14 08:53:00,incident,P3,identity,30,343,0,1
T-00685,2026-08-21 13:08:00,service_request,P4,data,120,21369,0,1
T-00686,2026-08-03 16:50:00,incident,P3,payments,30,422,0,1
T-00687,2026-09-13 16:46:00,incident,P3,payments,480,370,0,0
T-00688,2026-08-07 01:24:00,service_request,P3,identity,120,352,0,1
T-00689,2026-08-16 12:15:00,change,P1,frontend,480,98,0,0
T-00690,2026-09-13 15:15:00,change,P3,frontend,120,377,0,1
T-00691,2026-08-28 10:31:00,incident,P3,data,30,416,0,1
T-00692,2026-09-08 07:26:00,service_request,P3,identity,480,321,0,0
T-00693,2026-08-18 16:16:00,service_request,P3,frontend,1440,430,0,0
T-00694,2026-08-28 14:30:00,service_request,P1,identity,480,-822,0,0
T-00695,2026-08-01 14:38:00,problem,P2,identity,1440,146,0,0
T-00696,2026-08-18 05:21:00,service_request,P2,payments,30,80,0,1
T-00697,2026-09-12 11:54:00,incident,P1,platform,1440,34,0,0
T-00698,2026-08-30 18:08:00,service_request,P2,payments,120,57,0,0
T-00699,2026-08-17 03:30:00,problem,P4,frontend,480,1221,0,1
T-00700,2026-09-08 10:39:00,service_request,P2,identity,480,1551,0,1
T-00701,2026-08-05 09:59:00,incident,P3,platform,120,282,0,1
T-00702,2026-09-14 16:12:00,incident,P4,identity,120,1144,0,1
T-00703,2026-08-19 04:41:00,change,P4,identity,480,1178,0,1
T-00704,2026-09-10 10:11:00,incident,P2,frontend,480,95,0,0
T-00705,2026-08-07 13:53:00,service_request,P3,identity,480,314,0,0
T-00706,2026-09-08 10:21:00,service_request,P2,data,120,115,0,0
T-00707,2026-08-30 17:05:00,problem,P4,platform,30,1160,0,1
T-00708,2026-09-10 17:18:00,incident,P3,payments,480,352,0,0
T-00709,2026-08-13 15:24:00,incident,P3,payments,120,320,0,1
T-00710,2026-09-01 17:57:00,change,P4,identity,30,1301,0,1
T-00711,2026-08-12 09:28:00,service_request,P3,identity,120,267,0,1
T-00712,2026-08-24 15:59:00,incident,P2,platform,30,-1,0,0
T-00713,2026-08-10 05:59:00,service_request,P2,identity,1440,43,0,0
T-00714,2026-08-05 14:05:00,service_request,P4,identity,1440,1192,0,0
T-00715,2026-08-20 10:09:00,change,P4,frontend,480,-1,0,0
T-00716,2026-09-09 10:24:00,incident,P4,data,30,1236,0,1
T-00717,2026-08-14 14:28:00,incident,P3,identity,1440,5841,0,1
T-00718,2026-09-10 16:05:00,incident,P3,data,30,326,0,1
T-00719,2026-08-03 09:21:00,problem,P1,frontend,1440,43,0,0
T-00720,2026-09-02 14:53:00,service_request,P4,identity,480,1232,0,1
T-00721,2026-08-08 09:33:00,incident,P4,frontend,120,1259,0,1
T-00722,2026-09-14 11:17:00,service_request,P2,data,30,103,0,1
T-00723,2026-08-26 15:34:00,incident,P3,platform,120,215,0,1
T-00724,2026-08-16 10:42:00,service_request,P4,frontend,480,1183,0,1
T-00725,2026-08-24 14:39:00,incident,,payments,480,1170,0,1
T-00726,2026-08-06 09:10:00,incident,P3,frontend,30,346,0,1
T-00727,2026-08-31 11:33:00,change,P4,payments,1440,1126,0,0
T-00728,2026-09-14 11:27:00,incident,P2,frontend,480,99,0,0
T-00729,2026-08-01 17:49:00,incident,P3,platform,480,356,0,0
T-00730,2026-09-04 17:19:00,service_request,P2,payments,120,35,0,0
T-00731,2026-08-28 14:46:00,incident,P3,platform,120,341,0,1
T-00732,2026-08-28 14:30:00,service_request,P3,identity,480,423,0,0
T-00733,2026-08-29 16:30:00,incident,P1,identity,480,44,0,0
T-00734,2026-08-15 17:11:00,incident,P2,frontend,480,-28,0,0
T-00735,2026-08-28 08:51:00,incident,P2,platform,480,138,0,0
T-00736,2026-08-03 04:30:00,problem,P4,platform,120,1250,0,1
T-00737,2026-09-07 11:46:00,incident,P2,payments,480,90,0,0
T-00738,2026-08-13 10:17:00,service_request,P2,identity,1440,60,0,0
T-00739,2026-08-31 14:17:00,incident,P3,identity,480,350,0,0
T-00740,2026-08-13 09:59:00,problem,P4,identity,1440,1114,0,0
T-00741,2026-09-04 11:43:00,incident,P2,payments,30,96,0,1
T-00742,2026-08-04 10:12:00,service_request,P2,data,480,44,0,0
T-00743,2026-08-14 19:25:00,service_request,P3,data,480,341,0,0
T-00744,2026-09-10 09:50:00,incident,P2,frontend,1440,150,0,0
T-00745,2026-09-01 16:41:00,incident,P2,platform,1440,155,0,0
T-00746,2026-08-21 11:59:00,incident,P2,,1440,31,0,0
T-00747,2026-09-04 08:07:00,incident,P3,frontend,480,334,0,0
T-00748,2026-08-28 02:18:00,change,P2,platform,1440,124,0,0
T-00749,2026-08-22 09:29:00,service_request,P4,payments,120,1204,0,1
T-00750,2026-09-05 09:29:00,problem,P2,payments,120,42,0,0
T-00751,2026-09-10 14:53:00,change,,payments,120,1190,0,1
T-00752,2026-08-28 11:17:00,incident,P2,payments,480,103,0,0
T-00753,2026-09-14 23:17:00,incident,P3,identity,30,370,0,1
T-00754,2026-09-05 15:04:00,incident,P2,payments,480,176,0,0
T-00755,2026-08-21 09:47:00,incident,P4,platform,480,1180,0,1
T-00756,2026-08-27 15:39:00,service_request,P3,data,120,313,0,1
T-00757,2026-08-10 11:39:00,incident,P4,payments,480,1246,0,1
T-00758,2026-08-30 12:22:00,problem,P2,platform,480,247,0,0
T-00759,2026-08-26 16:29:00,incident,P4,identity,480,1287,0,1
T-00760,2026-08-07 16:03:00,service_request,P4,platform,480,1289,0,1
T-00761,2026-08-02 15:57:00,incident,P4,frontend,1440,1240,0,0
T-00762,2026-08-01 08:35:00,incident,P2,payments,480,107,0,0
T-00763,2026-09-07 15:01:00,change,P2,platform,480,27,0,0
T-00764,2026-09-14 14:07:00,incident,P4,payments,480,1167,0,1
T-00765,2026-09-04 14:34:00,change,P3,frontend,120,380,0,1
T-00766,2026-09-10 15:07:00,change,P3,payments,480,326,0,0
T-00767,2026-08-26 14:16:00,service_request,P3,frontend,120,409,0,1
T-00768,2026-08-03 16:12:00,service_request,P2,data,480,112,0,0
T-00769,2026-08-13 17:10:00,incident,P2,data,1440,114,0,0
T-00770,2026-08-18 12:04:00,service_request,P2,identity,480,136,0,0
T-00771,2026-08-24 10:54:00,incident,P1,data,480,457,0,0
T-00772,2026-08-21 16:48:00,incident,P3,platform,120,283,0,1
T-00773,2026-08-31 16:12:00,change,P2,identity,480,53,0,0
T-00774,2026-08-11 07:48:00,incident,P2,data,480,1923,0,1
T-00775,2026-09-11 15:23:00,change,P2,frontend,480,75,0,0
T-00776,2026-08-18 17:07:00,change,P3,data,1440,419,0,0
T-00777,2026-09-06 17:53:00,problem,P4,platform,1440,1199,0,0
T-00778,2026-08-21 17:45:00,incident,P2,data,1440,102,0,0
T-00779,2026-08-20 11:29:00,service_request,P3,identity,1440,309,0,0
T-00780,2026-08-19 15:41:00,service_request,P1,payments,480,52,0,0
T-00781,2026-08-14 10:19:00,incident,P2,payments,120,107,0,0
T-00782,2026-09-02 12:20:00,incident,P2,identity,120,2185,0,1
T-00783,2026-08-28 11:44:00,incident,P3,,120,326,0,1
